STN,Date,Hour,Mean Wind Direction,Hourly Mean Wind Speed (m/s),Mean Wind Speed (m/s),Maximum Wind Gust (m/s),Temperature (degrees Celsius),Dew Point Temperature (degrees Celsius),Sunshine Duration (0.1 hour),Global Radiation (J/cm2),Precipitation Duration (0.1 hour),Hourly Precipitation Amount (mm),Air Pressure (hPa),Horizontal Visibility,Cloud Cover (octants),Relative Atmospheric Humidity (%),Indicator Present Weather Code,Fog,Rainfall,Snow,Thunder,Ice Formation
370,2022-05-31,5,90,1.0,1.0,2.0,9.9,6.4,0,8,0,0.0,1013.1,75,    8,78,5,0,0,0,0,0
370,2022-05-31,6,990,1.0,1.0,3.0,11.0,6.9,0,26,0,0.0,1013.1,71,    6,75,5,0,0,0,0,0
370,2022-05-31,7,130,2.0,3.0,6.0,13.5,7.1,7,111,0,0.0,1013.1,80,    7,64,5,0,0,0,0,0
370,2022-05-31,8,100,3.0,3.0,5.0,14.4,7.4,9,179,0,0.0,1012.9,80,    8,62,5,0,0,0,0,0
370,2022-05-31,9,130,2.0,2.0,5.0,16.3,7.9,8,232,0,0.0,1012.7,80,    8,57,5,0,0,0,0,0
370,2022-05-31,10,120,2.0,2.0,5.0,16.3,7.1,7,224,0,0.0,1012.5,81,    7,54,5,0,0,0,0,0
370,2022-05-31,11,120,2.0,2.0,5.0,15.9,7.7,0,69,0,-0.1,1012.5,76,    8,58,7,0,1,0,0,0
370,2022-05-31,12,100,3.0,2.0,6.0,17.2,7.6,2,128,2,0.1,1012.5,82,    8,53,7,0,1,0,1,0
370,2022-05-31,13,160,3.0,3.0,6.0,18.3,7.3,5,231,0,0.0,1012.3,79,    7,48,7,0,0,0,1,0
370,2022-05-31,14,360,4.0,3.0,7.0,16.3,8.6,8,254,0,-0.1,1012.6,72,    8,60,7,0,1,0,1,0
370,2022-05-31,15,20,4.0,4.0,8.0,16.3,7.9,8,223,0,0.0,1012.4,81,    7,57,7,0,0,0,0,0
370,2022-05-31,16,60,2.0,2.0,5.0,17.7,6.2,5,120,0,0.0,1012.0,80,    5,46,5,0,0,0,0,0
370,2022-05-31,17,20,2.0,2.0,6.0,15.6,8.6,1,36,0,-0.1,1012.8,72,    8,62,7,0,1,0,0,0
370,2022-05-31,18,350,4.0,4.0,9.0,11.6,10.5,0,16,6,1.9,1013.2,65,    8,92,7,0,1,0,1,0
370,2022-05-31,19,90,2.0,1.0,6.0,11.7,9.8,3,19,0,0.0,1013.4,67,    8,87,5,0,0,0,0,0
370,2022-05-31,20,0,1.0,0.0,3.0,9.8,9.4,0,3,0,0.0,1013.9,57,    4,96,7,0,0,0,0,0
370,2022-05-31,21,0,1.0,0.0,2.0,8.9,8.6,0,0,0,0.0,1014.4,27,    8,98,7,0,0,0,0,0
370,2022-05-31,22,170,1.0,1.0,2.0,8.6,8.3,0,0,0,0.0,1014.5,58,    8,98,7,1,0,0,0,0
370,2022-05-31,23,210,1.0,1.0,1.0,9.0,8.5,0,0,0,0.0,1014.1,58,    8,97,7,0,0,0,0,0
370,2022-05-31,24,200,1.0,1.0,2.0,7.5,7.2,0,0,0,0.0,1013.9,50,    1,98,7,1,0,0,0,0
370,2022-06-01,1,200,2.0,2.0,2.0,8.1,7.8,0,0,0,0.0,1014.0,46,    6,98,7,0,0,0,0,0
370,2022-06-01,2,210,2.0,3.0,3.0,7.2,6.9,0,0,0,0.0,1014.0,39,    7,98,7,0,0,0,0,0
370,2022-06-01,3,210,2.0,2.0,3.0,6.9,6.7,0,0,0,0.0,1013.9,50,    1,98,7,0,0,0,0,0
370,2022-06-01,4,210,2.0,2.0,3.0,6.6,6.3,0,2,0,0.0,1014.0,46,    0,97,7,0,0,0,0,0
370,2022-06-01,5,210,2.0,3.0,4.0,8.7,8.0,8,33,0,0.0,1014.2,58,    0,94,7,0,0,0,0,0
370,2022-06-01,6,220,3.0,3.0,4.0,11.2,9.6,10,88,0,0.0,1014.3,64,    8,90,5,0,0,0,0,0
370,2022-06-01,7,210,3.0,4.0,5.0,12.7,9.9,9,135,0,0.0,1014.9,68,    8,83,5,0,0,0,0,0
370,2022-06-01,8,200,3.0,3.0,6.0,14.4,9.9,10,200,0,0.0,1015.0,75,    8,74,5,0,0,0,0,0
370,2022-06-01,9,210,4.0,4.0,8.0,15.3,8.5,8,219,0,0.0,1014.9,79,    8,63,5,0,0,0,0,0
370,2022-06-01,10,230,5.0,5.0,9.0,16.5,8.1,6,229,0,0.0,1015.0,81,    7,57,7,0,0,0,1,0
370,2022-06-01,11,290,4.0,3.0,9.0,14.0,8.1,2,91,0,-0.1,1015.6,80,    8,67,7,0,1,0,1,0
370,2022-06-01,12,200,4.0,4.0,7.0,14.6,9.0,1,115,0,-0.1,1015.8,80,    8,69,7,0,1,0,0,0
370,2022-06-01,13,200,4.0,4.0,7.0,15.4,9.9,4,186,0,0.0,1015.8,80,    8,69,5,0,0,0,0,0
370,2022-06-01,14,260,4.0,5.0,8.0,15.9,5.9,2,135,0,0.0,1016.0,83,    8,51,5,0,0,0,0,0
370,2022-06-01,15,240,4.0,4.0,7.0,16.2,7.5,1,72,0,0.0,1016.2,82,    7,56,5,0,0,0,0,0
370,2022-06-01,16,300,5.0,5.0,10.0,16.2,6.7,1,75,0,0.0,1016.7,81,    7,53,5,0,0,0,0,0
370,2022-06-01,17,290,5.0,5.0,10.0,16.4,6.4,10,142,0,0.0,1017.0,83,    3,51,5,0,0,0,0,0
370,2022-06-01,18,280,5.0,6.0,9.0,14.8,6.8,10,90,0,0.0,1017.6,82,    2,58,5,0,0,0,0,0
370,2022-06-01,19,280,3.0,2.0,7.0,13.5,7.5,3,19,0,0.0,1018.0,80,    1,66,5,0,0,0,0,0
370,2022-06-01,20,280,2.0,2.0,4.0,12.3,7.2,2,5,0,0.0,1018.8,75,    1,71,5,0,0,0,0,0
370,2022-06-01,21,280,2.0,1.0,4.0,10.5,7.3,0,0,0,0.0,1019.3,75,    0,80,5,0,0,0,0,0
370,2022-06-01,22,250,1.0,1.0,2.0,7.3,6.2,0,0,0,0.0,1019.6,65,    0,92,5,0,0,0,0,0
370,2022-06-01,23,290,2.0,1.0,3.0,6.5,5.5,0,0,0,0.0,1019.8,65,    0,93,5,0,0,0,0,0
370,2022-06-01,24,240,1.0,1.0,2.0,6.1,5.8,0,0,0,0.0,1020.2,64,    0,97,5,0,0,0,0,0
370,2022-06-02,1,220,1.0,1.0,1.0,5.4,5.0,0,0,0,0.0,1020.3,60,    0,97,5,0,0,0,0,0
370,2022-06-02,2,210,1.0,1.0,1.0,4.9,4.6,0,0,0,0.0,1020.3,57,    0,98,7,0,0,0,0,0
370,2022-06-02,3,190,1.0,1.0,1.0,3.9,3.6,0,0,0,0.0,1020.5,58,    0,98,7,0,0,0,0,0
370,2022-06-02,4,210,0.0,1.0,1.0,4.2,3.9,0,3,0,0.0,1021.0,56,    0,98,7,0,0,0,0,0
370,2022-06-02,5,190,1.0,1.0,1.0,6.5,6.2,10,33,0,0.0,1021.3,40,    0,98,7,0,0,0,0,0
370,2022-06-02,6,0,0.0,0.0,1.0,11.1,8.4,10,75,0,0.0,1021.6,57,    0,83,7,0,0,0,0,0
370,2022-06-02,7,990,1.0,1.0,2.0,13.6,8.4,10,135,0,0.0,1022.1,67,    4,71,5,0,0,0,0,0
370,2022-06-02,8,320,1.0,1.0,3.0,14.3,8.4,6,140,0,0.0,1022.3,80,    6,67,5,0,0,0,0,0
370,2022-06-02,9,20,1.0,2.0,4.0,15.5,8.1,6,176,0,0.0,1022.3,80,    8,61,5,0,0,0,0,0
370,2022-06-02,10,80,2.0,2.0,5.0,17.3,7.7,9,288,0,0.0,1022.3,80,    7,53,5,0,0,0,0,0
370,2022-06-02,11,100,2.0,3.0,5.0,18.2,8.5,9,320,0,0.0,1022.1,81,    2,53,5,0,0,0,0,0
370,2022-06-02,12,90,2.0,2.0,5.0,19.2,7.8,9,327,0,0.0,1021.6,81,    7,47,5,0,0,0,0,0
370,2022-06-02,13,40,3.0,3.0,7.0,19.4,7.8,9,318,0,0.0,1021.0,80,    7,46,5,0,0,0,0,0
370,2022-06-02,14,80,3.0,3.0,6.0,19.8,7.2,9,290,0,0.0,1020.9,80,    2,43,5,0,0,0,0,0
370,2022-06-02,15,50,3.0,3.0,6.0,20.1,7.1,9,242,0,0.0,1020.6,80,    1,42,5,0,0,0,0,0
370,2022-06-02,16,70,3.0,4.0,7.0,20.3,6.9,10,206,0,0.0,1020.2,81,    0,42,5,0,0,0,0,0
370,2022-06-02,17,40,4.0,5.0,8.0,19.8,6.1,10,152,0,0.0,1019.9,82,    0,40,5,0,0,0,0,0
370,2022-06-02,18,50,4.0,4.0,8.0,19.4,5.7,10,94,0,0.0,1020.0,82,    0,40,5,0,0,0,0,0
370,2022-06-02,19,60,4.0,4.0,7.0,18.2,6.1,8,38,0,0.0,1019.7,83,    0,45,5,0,0,0,0,0
370,2022-06-02,20,40,4.0,3.0,6.0,15.2,6.3,2,5,0,0.0,1020.0,83,    0,55,5,0,0,0,0,0
370,2022-06-02,21,40,3.0,3.0,5.0,14.5,6.8,0,0,0,0.0,1020.0,83,    0,59,5,0,0,0,0,0
370,2022-06-02,22,60,3.0,3.0,5.0,15.2,7.0,0,0,0,0.0,1019.9,83,    0,58,5,0,0,0,0,0
370,2022-06-02,23,70,3.0,3.0,5.0,14.4,6.9,0,0,0,0.0,1020.0,83,    0,60,5,0,0,0,0,0
370,2022-06-02,24,60,3.0,3.0,5.0,13.5,7.0,0,0,0,0.0,1019.6,83,    0,64,5,0,0,0,0,0
370,2022-06-03,1,60,2.0,3.0,5.0,12.9,7.1,0,0,0,0.0,1019.5,80,    1,67,5,0,0,0,0,0
370,2022-06-03,2,70,3.0,3.0,5.0,12.9,7.2,0,0,0,0.0,1019.0,80,    8,68,5,0,0,0,0,0
370,2022-06-03,3,60,3.0,3.0,5.0,12.0,7.2,0,0,0,0.0,1018.8,75,    5,72,5,0,0,0,0,0
370,2022-06-03,4,60,3.0,3.0,5.0,11.7,7.3,0,2,0,0.0,1018.5,75,    1,74,5,0,0,0,0,0
370,2022-06-03,5,70,3.0,3.0,5.0,13.0,7.9,10,31,0,0.0,1018.6,75,    0,70,5,0,0,0,0,0
370,2022-06-03,6,70,3.0,3.0,5.0,14.9,8.4,10,81,0,0.0,1018.4,80,    0,65,5,0,0,0,0,0
370,2022-06-03,7,70,3.0,3.0,5.0,17.0,8.9,10,139,0,0.0,1018.4,80,    3,59,5,0,0,0,0,0
370,2022-06-03,8,40,3.0,3.0,5.0,18.5,9.8,10,194,0,0.0,1018.2,79,    6,57,5,0,0,0,0,0
370,2022-06-03,9,60,4.0,4.0,6.0,20.3,9.8,8,226,0,0.0,1017.9,81,    8,51,5,0,0,0,0,0
370,2022-06-03,10,50,5.0,5.0,9.0,22.2,9.0,9,278,0,0.0,1017.5,81,    3,42,5,0,0,0,0,0
370,2022-06-03,11,50,5.0,5.0,8.0,22.8,7.1,10,321,0,0.0,1017.2,81,    3,36,5,0,0,0,0,0
370,2022-06-03,12,70,4.0,3.0,9.0,23.6,7.8,7,294,0,0.0,1017.1,81,    7,36,5,0,0,0,0,0
370,2022-06-03,13,80,3.0,3.0,8.0,24.0,7.9,7,279,0,0.0,1016.6,81,    8,35,5,0,0,0,0,0
370,2022-06-03,14,50,3.0,3.0,6.0,23.8,7.8,5,215,0,0.0,1016.5,82,    8,36,5,0,0,0,0,0
370,2022-06-03,15,30,3.0,4.0,6.0,24.0,8.4,4,182,0,0.0,1016.6,82,    8,37,5,0,0,0,0,0
370,2022-06-03,16,40,4.0,3.0,6.0,24.3,8.4,4,132,0,0.0,1016.3,83,    8,36,5,0,0,0,0,0
370,2022-06-03,17,40,4.0,5.0,8.0,22.9,9.0,1,72,0,0.0,1016.2,83,    8,41,5,0,0,0,0,0
370,2022-06-03,18,40,5.0,5.0,8.0,22.4,8.6,0,45,0,0.0,1016.5,83,    8,41,5,0,0,0,0,0
370,2022-06-03,19,30,5.0,5.0,8.0,21.0,8.7,0,19,0,0.0,1016.6,83,    8,45,5,0,0,0,0,0
370,2022-06-03,20,30,5.0,5.0,8.0,19.8,8.7,0,2,0,0.0,1017.2,82,    8,48,5,0,0,0,0,0
370,2022-06-03,21,20,5.0,5.0,8.0,18.9,8.9,0,0,0,0.0,1017.8,83,    8,52,5,0,0,0,0,0
370,2022-06-03,22,30,6.0,7.0,10.0,17.8,9.5,0,0,0,0.0,1018.4,83,    8,57,5,0,0,0,0,0
370,2022-06-03,23,30,6.0,6.0,11.0,16.6,9.0,0,0,0,0.0,1018.5,83,    8,60,5,0,0,0,0,0
370,2022-06-03,24,30,6.0,5.0,9.0,15.9,8.6,0,0,0,0.0,1018.5,83,    8,61,5,0,0,0,0,0
370,2022-06-04,1,30,6.0,6.0,9.0,15.1,7.8,0,0,0,0.0,1018.7,83,    8,61,5,0,0,0,0,0
370,2022-06-04,2,30,6.0,5.0,9.0,14.5,7.5,0,0,0,0.0,1019.3,83,    8,62,5,0,0,0,0,0
370,2022-06-04,3,20,5.0,6.0,8.0,13.6,7.7,0,0,0,0.0,1018.7,80,    8,67,5,0,0,0,0,0
370,2022-06-04,4,30,5.0,5.0,9.0,13.1,8.1,0,2,0,-0.1,1018.9,75,    8,71,7,0,1,0,0,0
370,2022-06-04,5,30,5.0,5.0,8.0,13.2,8.6,0,13,0,0.0,1019.3,75,    8,73,5,0,0,0,0,0
370,2022-06-04,6,50,5.0,5.0,8.0,13.6,9.0,0,33,0,0.0,1019.7,75,    8,73,7,0,0,0,0,0
370,2022-06-04,7,50,5.0,5.0,8.0,14.0,9.3,0,57,0,0.0,1020.0,75,    8,73,5,0,0,0,0,0
370,2022-06-04,8,50,5.0,5.0,8.0,14.4,9.3,0,45,0,0.0,1020.1,75,    8,71,5,0,0,0,0,0
370,2022-06-04,9,50,5.0,6.0,8.0,16.0,10.0,0,82,0,0.0,1020.2,73,    7,67,5,0,0,0,0,0
370,2022-06-04,10,50,5.0,5.0,9.0,18.0,10.6,2,177,0,0.0,1020.3,80,    8,61,5,0,0,0,0,0
370,2022-06-04,11,30,5.0,5.0,9.0,20.2,11.3,7,283,0,0.0,1020.4,70,    3,56,5,0,0,0,0,0
370,2022-06-04,12,40,5.0,5.0,8.0,21.7,12.1,6,259,0,0.0,1020.0,65,    3,54,5,0,0,0,0,0
370,2022-06-04,13,50,6.0,6.0,10.0,22.6,11.8,10,302,0,0.0,1019.9,80,    0,50,5,0,0,0,0,0
370,2022-06-04,14,60,6.0,6.0,10.0,23.9,12.3,10,282,0,0.0,1019.4,80,    0,48,5,0,0,0,0,0
370,2022-06-04,15,40,6.0,6.0,10.0,24.6,12.3,10,247,0,0.0,1019.0,78,    0,46,5,0,0,0,0,0
370,2022-06-04,16,50,5.0,5.0,9.0,25.1,12.2,10,198,0,0.0,1018.4,80,    0,44,5,0,0,0,0,0
370,2022-06-04,17,40,5.0,6.0,9.0,25.0,12.3,10,144,0,0.0,1018.2,81,    0,45,5,0,0,0,0,0
370,2022-06-04,18,50,6.0,6.0,9.0,24.3,12.3,10,90,0,0.0,1018.2,80,    4,46,5,0,0,0,0,0
370,2022-06-04,19,50,6.0,5.0,9.0,23.0,12.2,5,29,0,0.0,1017.8,83,    8,50,5,0,0,0,0,0
370,2022-06-04,20,60,5.0,4.0,8.0,22.0,12.2,0,3,0,0.0,1018.3,82,    8,53,5,0,0,0,0,0
370,2022-06-04,21,50,5.0,5.0,7.0,21.2,12.1,0,0,0,0.0,1018.0,82,    8,56,5,0,0,0,0,0
370,2022-06-04,22,50,5.0,5.0,8.0,20.9,11.8,0,0,0,0.0,1018.1,83,    8,56,5,0,0,0,0,0
370,2022-06-04,23,60,5.0,6.0,9.0,20.5,11.5,0,0,0,0.0,1017.5,82,    8,56,5,0,0,0,0,0
370,2022-06-04,24,60,5.0,5.0,10.0,19.7,11.7,0,0,0,0.0,1017.0,83,    8,60,5,0,0,0,0,0
370,2022-06-05,1,80,5.0,4.0,8.0,19.0,11.7,0,0,0,0.0,1016.5,81,    8,62,5,0,0,0,0,0
370,2022-06-05,2,40,3.0,3.0,7.0,16.9,14.3,0,0,2,1.1,1016.3,70,    8,84,7,0,1,0,0,0
370,2022-06-05,3,50,5.0,4.0,9.0,17.1,12.4,0,0,0,-0.1,1014.8,75,    8,74,7,0,1,0,0,0
370,2022-06-05,4,50,3.0,3.0,6.0,16.5,11.7,0,1,0,-0.1,1015.0,75,    8,73,7,0,1,0,0,0
370,2022-06-05,5,50,3.0,3.0,5.0,16.4,11.4,0,5,0,0.0,1014.7,75,    8,72,5,0,0,0,0,0
370,2022-06-05,6,70,3.0,3.0,6.0,16.7,11.2,0,20,0,0.0,1014.5,75,    8,70,7,0,0,0,0,0
370,2022-06-05,7,80,4.0,3.0,6.0,18.0,12.2,0,56,0,0.0,1013.8,80,    8,68,5,0,0,0,0,0
370,2022-06-05,8,80,4.0,4.0,6.0,19.5,12.9,0,100,0,0.0,1013.2,80,    8,65,5,0,0,0,0,0
370,2022-06-05,9,110,4.0,4.0,7.0,20.5,14.1,2,145,0,0.0,1013.0,80,    8,66,5,0,0,0,0,0
370,2022-06-05,10,100,3.0,2.0,7.0,20.1,14.9,0,48,0,-0.1,1012.4,75,    8,72,7,0,1,0,0,0
370,2022-06-05,11,130,2.0,2.0,5.0,18.8,16.2,0,27,9,0.5,1012.3,70,    8,84,7,0,1,0,0,0
370,2022-06-05,12,0,1.0,0.0,3.0,18.0,17.2,0,25,10,5.6,1011.8,57,    8,95,7,0,1,0,0,0
370,2022-06-05,13,330,1.0,3.0,4.0,17.6,17.2,0,14,10,1.7,1011.3,30,    8,97,7,0,1,0,0,0
370,2022-06-05,14,310,3.0,4.0,6.0,17.1,16.8,0,13,10,6.6,1010.9,21,    8,98,7,0,1,0,0,0
370,2022-06-05,15,270,4.0,4.0,7.0,16.5,16.2,0,7,10,24.9,1011.4,22,    8,98,7,0,1,0,0,0
370,2022-06-05,16,280,4.0,4.0,7.0,16.7,16.5,0,8,10,5.0,1011.2,37,    8,98,7,0,1,0,0,0
370,2022-06-05,17,260,4.0,5.0,7.0,16.6,16.2,0,13,10,1.6,1011.8,35,    8,97,7,0,1,0,0,0
370,2022-06-05,18,250,5.0,6.0,11.0,16.1,15.4,0,12,10,1.0,1012.0,58,    8,95,7,0,1,0,0,0
370,2022-06-05,19,260,6.0,5.0,10.0,16.1,15.3,0,8,10,0.3,1012.2,56,    8,95,7,0,1,0,0,0
370,2022-06-05,20,270,5.0,5.0,9.0,16.0,15.3,0,2,0,-0.1,1013.1,50,    8,95,7,0,1,0,0,0
370,2022-06-05,21,260,4.0,5.0,7.0,16.3,15.7,0,0,0,0.0,1013.2,23,    8,96,7,0,0,0,0,0
370,2022-06-05,22,260,6.0,5.0,11.0,15.1,14.2,0,0,0,0.0,1014.2,34,    8,94,7,0,0,0,0,0
370,2022-06-05,23,240,5.0,5.0,10.0,14.6,13.6,0,0,0,0.0,1014.6,39,    8,93,7,0,0,0,0,0
370,2022-06-05,24,230,5.0,4.0,8.0,14.8,13.5,0,0,0,0.0,1014.3,48,    8,92,7,0,0,0,0,0
370,2022-06-06,1,230,4.0,4.0,7.0,14.5,13.6,0,0,0,-0.1,1014.0,34,    8,94,7,0,1,0,0,0
370,2022-06-06,2,220,5.0,6.0,9.0,14.9,13.8,0,0,0,-0.1,1013.9,50,    8,93,7,0,1,0,0,0
370,2022-06-06,3,220,6.0,6.0,9.0,14.6,13.4,0,0,0,0.0,1013.8,50,    8,92,7,0,0,0,0,0
370,2022-06-06,4,220,6.0,6.0,9.0,13.5,12.2,0,2,0,0.0,1014.0,58,    5,91,7,0,0,0,0,0
370,2022-06-06,5,240,7.0,8.0,12.0,13.6,10.7,0,20,0,0.0,1014.3,63,    7,82,5,0,0,0,0,0
370,2022-06-06,6,230,6.0,6.0,11.0,13.9,10.7,8,71,0,0.0,1014.5,65,    6,80,7,0,0,0,0,0
370,2022-06-06,7,230,6.0,7.0,11.0,15.6,11.0,10,127,0,0.0,1014.8,75,    4,74,5,0,0,0,0,0
370,2022-06-06,8,230,7.0,6.0,11.0,15.2,9.8,7,133,0,0.0,1015.0,75,    5,70,5,0,0,0,0,0
370,2022-06-06,9,230,7.0,7.0,11.0,17.6,11.3,2,143,0,0.0,1014.8,80,    7,66,5,0,0,0,0,0
370,2022-06-06,10,220,7.0,6.0,11.0,16.8,10.4,4,147,0,-0.1,1014.5,80,    5,66,7,0,1,0,0,0
370,2022-06-06,11,220,6.0,8.0,14.0,18.5,10.9,4,187,0,-0.1,1014.2,81,    3,61,7,0,1,0,0,0
370,2022-06-06,12,210,8.0,8.0,13.0,18.5,10.0,5,231,0,0.0,1013.9,83,    7,57,7,0,0,0,0,0
370,2022-06-06,13,220,8.0,7.0,14.0,16.9,9.9,1,96,0,-0.1,1014.1,78,    8,63,7,0,1,0,0,0
370,2022-06-06,14,230,8.0,7.0,13.0,16.2,11.0,1,69,0,-0.1,1014.2,71,    8,71,7,0,1,0,0,0
370,2022-06-06,15,230,6.0,7.0,13.0,16.9,10.1,0,46,0,-0.1,1014.3,83,    8,64,7,0,1,0,0,0
370,2022-06-06,16,240,8.0,7.0,14.0,15.9,11.4,0,57,0,-0.1,1014.6,75,    8,75,7,0,1,0,0,0
370,2022-06-06,17,250,7.0,6.0,13.0,15.9,10.9,0,39,0,-0.1,1014.7,75,    8,72,7,0,1,0,0,0
370,2022-06-06,18,280,5.0,4.0,10.0,12.9,11.7,0,11,0,-0.1,1015.4,58,    8,92,7,0,1,0,0,0
370,2022-06-06,19,270,4.0,4.0,8.0,13.2,11.2,0,2,0,-0.1,1015.2,70,    8,87,7,0,1,0,0,0
370,2022-06-06,20,260,3.0,3.0,6.0,13.1,11.2,0,0,0,0.0,1015.2,70,    8,88,5,0,0,0,0,0
370,2022-06-06,21,240,2.0,2.0,5.0,12.8,11.4,0,0,0,-0.1,1015.0,65,    8,91,7,0,1,0,0,0
370,2022-06-06,22,200,2.0,2.0,3.0,12.5,11.5,0,0,0,0.0,1014.6,65,    8,93,5,0,0,0,0,0
370,2022-06-06,23,220,3.0,3.0,4.0,13.1,11.6,0,0,0,0.0,1014.2,61,    8,90,5,0,0,0,0,0
370,2022-06-06,24,190,2.0,2.0,4.0,12.2,11.3,0,0,0,0.0,1013.8,56,    7,94,7,0,0,0,0,0
370,2022-06-07,1,200,3.0,3.0,5.0,12.8,11.3,0,0,0,0.0,1013.4,60,    8,90,5,0,0,0,0,0
370,2022-06-07,2,210,4.0,4.0,5.0,11.6,10.0,0,0,0,0.0,1013.0,66,    8,89,5,0,0,0,0,0
370,2022-06-07,3,210,4.0,4.0,5.0,11.9,9.7,0,0,0,0.0,1012.7,70,    8,86,5,0,0,0,0,0
370,2022-06-07,4,210,4.0,4.0,5.0,12.1,9.7,0,1,0,0.0,1013.0,70,    8,85,5,0,0,0,0,0
370,2022-06-07,5,220,4.0,5.0,8.0,12.5,9.6,0,14,0,0.0,1013.2,70,    8,82,5,0,0,0,0,0
370,2022-06-07,6,220,5.0,5.0,7.0,13.1,10.3,0,40,0,0.0,1013.5,70,    8,82,5,0,0,0,0,0
370,2022-06-07,7,220,4.0,5.0,7.0,14.6,11.4,4,102,0,0.0,1013.5,68,    8,81,5,0,0,0,0,0
370,2022-06-07,8,230,5.0,5.0,7.0,16.8,12.4,7,174,0,0.0,1013.4,69,    8,75,5,0,0,0,0,0
370,2022-06-07,9,250,5.0,6.0,8.0,17.4,11.8,5,186,0,0.0,1013.3,79,    8,69,5,0,0,0,0,0
370,2022-06-07,10,230,5.0,6.0,9.0,19.4,11.9,5,223,0,0.0,1013.2,80,    8,61,5,0,0,0,0,0
370,2022-06-07,11,230,6.0,7.0,10.0,19.8,11.4,7,293,0,0.0,1012.9,81,    8,58,5,0,0,0,0,0
370,2022-06-07,12,220,6.0,6.0,10.0,20.1,12.3,5,255,0,0.0,1012.9,79,    8,60,5,0,0,0,0,0
370,2022-06-07,13,200,6.0,6.0,9.0,20.8,13.9,8,295,0,0.0,1012.7,82,    8,64,5,0,0,0,0,0
370,2022-06-07,14,190,4.0,4.0,8.0,19.2,13.4,4,194,0,0.0,1012.2,80,    8,69,5,0,0,0,0,0
370,2022-06-07,15,290,3.0,2.0,6.0,19.6,13.6,1,82,0,-0.1,1012.1,77,    8,68,7,0,1,0,0,0
370,2022-06-07,16,240,3.0,2.0,4.0,19.3,12.6,1,80,0,0.0,1012.0,80,    8,65,5,0,0,0,0,0
370,2022-06-07,17,250,3.0,3.0,4.0,19.5,13.5,0,52,0,0.0,1012.0,79,    8,68,5,0,0,0,0,0
370,2022-06-07,18,310,3.0,3.0,5.0,17.8,13.7,0,41,0,0.0,1012.2,75,    8,76,7,0,0,0,0,0
370,2022-06-07,19,300,2.0,2.0,4.0,17.2,13.5,0,8,0,-0.1,1012.2,73,    8,79,7,0,1,0,0,0
370,2022-06-07,20,290,3.0,2.0,6.0,15.1,14.6,0,2,6,0.9,1012.6,50,    6,97,7,0,1,0,0,0
370,2022-06-07,21,200,1.0,1.0,3.0,13.2,13.0,0,0,0,0.0,1012.5,1,    1,99,7,1,0,0,0,0
370,2022-06-07,22,150,1.0,2.0,2.0,13.4,13.1,0,0,0,0.0,1012.0,25,    6,98,7,1,0,0,0,0
370,2022-06-07,23,160,2.0,2.0,3.0,14.5,14.2,0,0,0,0.0,1011.5,31,    8,98,7,0,0,0,0,0
370,2022-06-07,24,180,2.0,1.0,4.0,13.8,13.5,0,0,0,0.0,1011.0,24,    2,98,7,0,0,0,0,0
370,2022-06-08,1,180,2.0,3.0,4.0,13.4,13.0,0,0,0,0.0,1010.5,31,    8,97,7,0,0,0,0,0
370,2022-06-08,2,170,3.0,3.0,4.0,13.1,12.9,0,0,0,0.0,1009.7,49,    7,98,7,0,0,0,0,0
370,2022-06-08,3,160,2.0,2.0,4.0,12.1,11.8,0,0,0,0.0,1008.9,35,    8,98,7,0,0,0,0,0
370,2022-06-08,4,170,3.0,2.0,4.0,13.3,13.1,2,5,0,0.0,1008.8,59,    8,98,7,0,0,0,0,0
370,2022-06-08,5,140,2.0,2.0,4.0,14.3,13.6,0,21,0,0.0,1008.3,65,    8,95,5,0,0,0,0,0
370,2022-06-08,6,150,3.0,4.0,6.0,15.2,13.8,0,41,0,0.0,1007.6,65,    8,91,5,0,0,0,0,0
370,2022-06-08,7,170,3.0,4.0,5.0,16.3,14.3,1,72,0,0.0,1007.5,70,    8,87,5,0,0,0,0,0
370,2022-06-08,8,200,4.0,5.0,8.0,17.4,13.9,4,141,0,0.0,1007.4,75,    8,80,5,0,0,0,0,0
370,2022-06-08,9,200,5.0,5.0,8.0,17.4,13.8,0,86,0,0.0,1007.3,75,    8,79,5,0,0,0,0,0
370,2022-06-08,10,210,5.0,5.0,8.0,15.7,14.7,0,59,9,0.6,1007.5,57,    8,93,7,0,1,0,0,0
370,2022-06-08,11,180,4.0,4.0,7.0,15.5,14.4,0,58,10,1.2,1007.3,63,    8,92,7,0,1,0,0,0
370,2022-06-08,12,170,4.0,4.0,7.0,15.1,14.3,0,60,10,1.4,1006.7,60,    8,94,7,0,1,0,0,0
370,2022-06-08,13,170,4.0,3.0,6.0,15.0,14.5,0,42,10,2.1,1006.2,59,    8,96,7,0,1,0,0,0
370,2022-06-08,14,220,4.0,4.0,6.0,15.3,14.8,0,36,10,2.5,1006.2,61,    8,96,7,0,1,0,0,0
370,2022-06-08,15,240,5.0,5.0,8.0,15.6,14.7,0,52,10,0.7,1006.2,62,    8,94,7,0,1,0,0,0
370,2022-06-08,16,230,5.0,5.0,8.0,15.3,14.5,0,40,10,0.4,1006.5,60,    8,94,7,0,1,0,0,0
